label	Reflectance (specular) - 800	Reflectance (specular) - 875	Reflectance (diffuse)	Transmittance (diffuse)
432	0.975981751	0.975981751	1.010866818	0.939351032
434	0.976064675	0.976064675	1.01010101	0.939276213
436	0.975933491	0.975933491	1.010356151	0.938984203
438	0.976088884	0.976088884	1.011122346	0.938432619
440	0.976141753	0.976141753	1.01061142	0.937816363
442	0.976230918	0.976230918	1.010356151	0.937624221
444	0.97633349	0.97633349	1.01010101	0.937283457
446	0.976217909	0.976217909	1.01010101	0.936891708
448	0.976228214	0.976228214	1.010356151	0.936455608
450	0.976255699	0.976255699	1.010866818	0.935861171
452	0.976511923	0.976511923	1.010866818	0.935460636
454	0.976265982	0.976265982	1.010356151	0.935004569
456	0.976224556	0.976224556	1.01010101	0.934761593
458	0.976152274	0.976152274	1.01010101	0.934500126
460	0.976155083	0.976155083	1.010866818	0.934090931
462	0.976037553	0.976037553	1.011122346	0.933656913
464	0.975947949	0.975947949	1.011122346	0.933305555
466	0.976145299	0.976145299	1.010866818	0.933007938
468	0.976177796	0.976177796	1.01010101	0.932752394
470	0.976279334	0.976279334	1.01010101	0.932281329
472	0.976572568	0.976572568	1.01061142	0.931715245
474	0.976979018	0.976979018	1.009591116	0.930759289
476	0.977072171	0.977072171	1.01010101	0.930567254
478	0.977112639	0.977112639	1.009591116	0.930163697
480	0.97732022	0.97732022	1.009845998	0.930216005
482	0.977127377	0.977127377	1.008827238	0.92969041
484	0.976995895	0.976995895	1.009081736	0.929068932
486	0.976673352	0.976673352	1.01010101	0.929036034
488	0.976713698	0.976713698	1.009336361	0.928413735
490	0.976560122	0.976560122	1.009336361	0.928385081
492	0.976545978	0.976545978	1.009845998	0.927733401
494	0.976450963	0.976450963	1.009081736	0.92744909
496	0.976307425	0.976307425	1.009081736	0.927148305
498	0.97625835	0.97625835	1.009591116	0.927005398
500	0.976175016	0.976175016	1.010356151	0.926397888
502	0.975837786	0.975837786	1.009591116	0.926550623
504	0.976120221	0.976120221	1.009845998	0.926032048
506	0.976043568	0.976043568	1.008827238	0.925845922
508	0.976185699	0.976185699	1.008827238	0.925364563
510	0.975871515	0.975871515	1.009591116	0.925103155
512	0.975435103	0.975435103	1.009591116	0.924395948
514	0.975593576	0.975593576	1.009081736	0.924165218
516	0.975453996	0.975453996	1.01010101	0.923831198
518	0.975434635	0.975434635	1.010356151	0.923434405
520	0.975219592	0.975219592	1.01010101	0.923569623
522	0.975282119	0.975282119	1.009845998	0.923105415
524	0.975200803	0.975200803	1.009845998	0.92289682
526	0.975547828	0.975547828	1.009591116	0.922751759
528	0.975487653	0.975487653	1.009591116	0.922403069
530	0.97506907	0.97506907	1.009336361	0.922146626
532	0.974693943	0.974693943	1.009081736	0.921802924
534	0.974382622	0.974382622	1.009336361	0.921407177
536	0.974658791	0.974658791	1.01010101	0.921420775
538	0.974379855	0.974379855	1.009336361	0.921137126
540	0.974327356	0.974327356	1.009845998	0.92081974
542	0.974119663	0.974119663	1.009845998	0.920523201
544	0.974200455	0.974200455	1.009845998	0.919902719
546	0.974172864	0.974172864	1.01010101	0.919957772
548	0.974042016	0.974042016	1.01010101	0.919417579
550	0.973906959	0.973906959	1.009336361	0.919271441
552	0.97397761	0.97397761	1.009081736	0.919052073
554	0.973934673	0.973934673	1.009591116	0.919072479
556	0.973942377	0.973942377	1.009081736	0.9187057
558	0.973633127	0.973633127	1.009336361	0.91885406
560	0.973635096	0.973635096	1.01010101	0.918539581
562	0.973473984	0.973473984	1.01010101	0.918047165
564	0.973228943	0.973228943	1.009336361	0.917787291
566	0.973021622	0.973021622	1.009845998	0.917760579
568	0.97325266	0.97325266	1.009845998	0.917644126
570	0.973400748	0.973400748	1.009845998	0.917117384
572	0.97336744	0.97336744	1.01010101	0.917097953
574	0.973403821	0.973403821	1.009845998	0.916769399
576	0.97361869	0.97361869	1.009336361	0.916585482
578	0.973759485	0.973759485	1.009845998	0.916661536
580	0.973641801	0.973641801	1.008827238	0.916223232
582	0.973643846	0.973643846	1.009081736	0.916158275
584	0.973797992	0.973797992	1.010866818	0.915961964
586	0.97398689	0.97398689	1.010356151	0.9153424
588	0.974023163	0.974023163	1.01010101	0.915347078
590	0.974262867	0.974262867	1.009845998	0.915222701
592	0.974224785	0.974224785	1.009081736	0.914874175
594	0.97428458	0.97428458	1.009336361	0.914614951
596	0.97427531	0.97427531	1.01010101	0.914427768
598	0.974296178	0.974296178	1.01010101	0.914315672
600	0.973290155	0.973290155	1.01010101	0.914300538
602	0.97333706	0.97333706	1.01010101	0.913920365
604	0.973395189	0.973395189	1.009845998	0.9135752
606	0.97347264	0.97347264	1.009845998	0.913223869
608	0.973438654	0.973438654	1.010866818	0.913179675
610	0.973422114	0.973422114	1.010356151	0.913362452
612	0.973227339	0.973227339	1.01010101	0.913123716
614	0.973532049	0.973532049	1.01061142	0.912950901
616	0.973715264	0.973715264	1.009845998	0.912875184
618	0.973932773	0.973932773	1.009845998	0.912327553
620	0.973975754	0.973975754	1.01010101	0.912074441
622	0.974096023	0.974096023	1.01010101	0.911953044
624	0.974228947	0.974228947	1.01061142	0.911604087
626	0.974446466	0.974446466	1.01010101	0.911294365
628	0.974450118	0.974450118	1.01010101	0.911127461
630	0.974637698	0.974637698	1.01010101	0.911077032
632	0.97489277	0.97489277	1.01010101	0.910889952
634	0.97531931	0.97531931	1.010356151	0.910516315
636	0.975671189	0.975671189	1.010356151	0.910285531
638	0.975919863	0.975919863	1.01010101	0.910451528
640	0.976115187	0.976115187	1.01010101	0.910076824
642	0.97628836	0.97628836	1.01010101	0.909815933
644	0.97666621	0.97666621	1.010356151	0.909618293
646	0.976963716	0.976963716	1.010356151	0.909231668
648	0.97750896	0.97750896	1.01010101	0.909267791
650	0.977706984	0.977706984	1.010866818	0.909198045
652	0.977758878	0.977758878	1.010356151	0.90846783
654	0.977903541	0.977903541	1.01010101	0.908542928
656	0.978124702	0.978124702	1.01010101	0.908239437
658	0.978436414	0.978436414	1.010866818	0.907863492
660	0.978662823	0.978662823	1.010356151	0.907814375
662	0.978873169	0.978873169	1.01010101	0.907484711
664	0.979344981	0.979344981	1.01010101	0.907278018
666	0.97990398	0.97990398	1.01010101	0.90726233
668	0.980494499	0.980494499	1.01010101	0.907028883
670	0.981067692	0.981067692	1.010356151	0.907142884
672	0.981301247	0.981301247	1.010356151	0.906926253
674	0.981913351	0.981913351	1.01010101	0.906585253
676	0.982381945	0.982381945	1.01010101	0.906767269
678	0.982875219	0.982875219	1.01010101	0.906774699
680	0.983068435	0.983068435	1.009845998	0.90655182
682	0.983183309	0.983183309	1.010356151	0.90627955
684	0.983439632	0.983439632	1.009591116	0.906315601
686	0.983484138	0.983484138	1.01010101	0.905443883
688	0.983344733	0.983344733	1.01061142	0.905729926
690	0.983479289	0.983479289	1.009845998	0.905530463
692	0.984058217	0.984058217	1.01010101	0.905122156
694	0.984600965	0.984600965	1.010356151	0.904509859
696	0.984890648	0.984890648	1.009845998	0.904547991
698	0.985268151	0.985268151	1.009845998	0.904611762
700	0.985453081	0.985453081	1.009591116	0.904401429
702	0.98615885	0.98615885	1.010356151	0.904621676
704	0.986387619	0.986387619	1.009081736	0.904308853
706	0.986635076	0.986635076	1.009845998	0.903840024
708	0.986667904	0.986667904	1.01061142	0.903460833
710	0.987191338	0.987191338	1.009336361	0.902931084
712	0.987604775	0.987604775	1.009336361	0.902827455
714	0.987909849	0.987909849	1.009845998	0.902895246
716	0.988588868	0.988588868	1.009845998	0.902663905
718	0.98892485	0.98892485	1.01010101	0.90216506
720	0.989009441	0.989009441	1.01010101	0.901640517
722	0.989216702	0.989216702	1.01010101	0.901491941
724	0.989644304	0.989644304	1.009336361	0.901480383
726	0.990180659	0.990180659	1.009336361	0.901264173
728	0.990613617	0.990613617	1.009336361	0.901370335
730	0.991152573	0.991152573	1.009336361	0.901010897
732	0.991389133	0.991389133	1.009845998	0.900588435
734	0.991615915	0.991615915	1.009081736	0.90032622
736	0.992026142	0.992026142	1.009336361	0.900629584
738	0.992427043	0.992427043	1.009336361	0.900304209
740	0.992980645	0.992980645	1.009336361	0.900487652
742	0.992978978	0.992978978	1.01010101	0.900157304
744	0.99303011	0.99303011	1.010356151	0.899958331
746	0.993630702	0.993630702	1.01010101	0.899914978
748	0.993892535	0.993892535	1.009845998	0.898931243
750	0.99434508	0.99434508	1.009591116	0.89840517
752	0.994559502	0.994559502	1.009336361	0.898301368
754	0.995375897	0.995375897	1.009845998	0.898463654
756	0.995631374	0.995631374	1.01010101	0.898439725
758	0.995898559	0.995898559	1.01010101	0.898396394
760	0.996161498	0.996161498	1.01010101	0.897622295
762	0.996267277	0.996267277	1.01010101	0.897491724
764	0.996498003	0.996498003	1.01010101	0.897486469
766	0.996592985	0.996592985	1.01010101	0.897435433
768	0.99683387	0.99683387	1.009336361	0.89776356
770	0.997144996	0.997144996	1.009845998	0.897479229
772	0.99746543	0.99746543	1.009845998	0.897172776
774	0.997973071	0.997973071	1.009336361	0.896883555
776	0.998422315	0.998422315	1.009591116	0.896263504
778	0.998887309	0.998887309	1.009081736	0.896253084
780	0.999112063	0.999112063	1.01010101	0.895812578
782	0.999560545	0.999560545	1.010866818	0.896114332
784	1.000374994	1.000374994	1.010356151	0.896008532
786	1.000989269	1.000989269	1.009336361	0.895862166
788	1.001362848	1.001362848	1.009081736	0.896146935
790	1.001393985	1.001393985	1.009845998	0.895367817
792	1.001735981	1.001735981	1.009336361	0.894929053
794	1.001824836	1.001824836	1.009845998	0.895148454
796	1.002278694	1.002278694	1.01010101	0.894874213
798	1.002428656	1.002428656	1.01010101	0.895335587
800	0.983114082	1.003114082	1.01010101	0.89498965
802	0.978041905	1.003041905	1.009845998	0.894905982
804	0.972970151	1.002970151	1.01010101	0.894126192
806	0.967026671	1.002026671	1.010356151	0.893685943
808	0.964638455	1.002138455	1.009336361	0.893488237
810	0.961936552	1.001936552	1.009336361	0.893856355
812	0.962456133	1.002456133	1.01061142	0.893404324
814	0.962441674	1.002441674	1.01010101	0.893531392
816	0.962433906	1.002433906	1.009845998	0.893353777
818	0.961627122	1.001627122	1.01010101	0.89337616
820	0.961053795	1.001053795	1.009591116	0.892969675
822	0.960776396	1.000776396	1.009591116	0.892073128
824	0.960206797	1.000206797	1.008318629	0.892298369
826	0.959723469	0.999723469	1.008827238	0.89211531
828	0.959367212	0.999367212	1.009081736	0.892455054
830	0.959206078	0.999206078	1.009591116	0.892008384
832	0.959079795	0.999079795	1.009845998	0.891050265
834	0.958589016	0.998589016	1.009845998	0.890447072
836	0.958398224	0.998398224	1.009845998	0.889800061
838	0.95724642	0.99724642	1.009845998	0.890762204
840	0.957670015	0.996670015	1.010356151	0.890364839
842	0.957502024	0.995502024	1.01010101	0.890925018
844	0.957581596	0.994581596	1.009845998	0.89060856
846	0.957582114	0.993582114	1.008318629	0.890639624
848	0.957829874	0.992829874	1.009336361	0.890093866
850	0.959447149	0.993447149	1.008572869	0.889697495
852	0.959584305	0.992584305	1.01010101	0.889536776
854	0.959683076	0.991683076	1.010356151	0.888367932
856	0.958692147	0.989692147	1.01010101	0.888340483
858	0.95799241	0.98799241	1.011122346	0.888319891
860	0.956686539	0.986686539	1.01061142	0.888821884
862	0.958072974	0.988072974	1.010356151	0.889359959
864	0.958630345	0.988630345	1.01010101	0.89021472
866	0.95627489	0.98627489	1.009845998	0.888045484
868	0.955519587	0.985519587	1.01061142	0.888432091
870	0.956295629	0.986295629	1.009591116	0.889855277
872	0.959246984	0.989246984	1.01061142	0.88681099
874	0.95749359	0.97749359	1.01010101	0.885289392
876	0.955137393	0.965137393	1.01010101	0.884138111
878	0.953251589	0.953251589	1.01010101	0.88301684
880	0.952137826	0.952137826	1.01010101	0.882677279
882	0.952853274	0.952853274	1.01010101	0.882778528
884	0.95357345	0.95357345	1.01010101	0.883441222
886	0.953258354	0.953258354	1.010866818	0.883028014
888	0.95394444	0.95394444	1.01061142	0.883097165
890	0.956530809	0.956530809	1.010356151	0.881661949
892	0.959896358	0.959896358	1.01061142	0.883195045
894	0.958531681	0.958531681	1.01010101	0.882705718
896	0.954846639	0.954846639	1.010866818	0.885017895
898	0.954650457	0.954650457	1.010866818	0.881871002
900	0.953890209	0.953890209	1.01010101	0.882319321
902	0.954535722	0.954535722	1.01010101	0.846158589
904	0.954067175	0.954067175	1.01010101	0.847090201
906	0.954608098	0.954608098	1.01010101	0.845836119
908	0.956337928	0.956337928	1.01010101	0.846387601
910	0.954388658	0.954388658	1.01010101	0.84399581
912	0.954339347	0.954339347	1.01010101	0.844099539
914	0.952914973	0.952914973	1.01010101	0.845257718
916	0.952971004	0.952971004	1.01010101	0.846583259
918	0.953513235	0.953513235	1.010356151	0.846882445
920	0.952314808	0.952314808	1.010356151	0.84661938
922	0.952211611	0.952211611	1.01010101	0.845969565
924	0.950966826	0.950966826	1.01010101	0.84488876
926	0.952117441	0.952117441	1.01010101	0.844575528
928	0.951899291	0.951899291	1.01061142	0.844852823
930	0.95322173	0.95322173	1.01061142	0.846207684
932	0.9525647	0.9525647	1.01010101	0.8455751
934	0.951815061	0.951815061	1.01010101	0.845927326
936	0.949743479	0.949743479	1.01010101	0.845545428
938	0.950095254	0.950095254	1.01010101	0.845484234
940	0.951475957	0.951475957	1.01010101	0.844908501
942	0.952304614	0.952304614	1.01010101	0.844991646
944	0.950366194	0.950366194	1.01010101	0.845837972
946	0.949517074	0.949517074	1.01010101	0.845812011
948	0.949881008	0.949881008	1.01010101	0.84637876
950	0.94948966	0.94948966	1.010356151	0.84574774
952	0.948022202	0.948022202	1.010356151	0.845186372
954	0.947158184	0.947158184	1.01010101	0.844510443
956	0.949159857	0.949159857	1.01010101	0.845216885
958	0.949093164	0.949093164	1.01010101	0.845367505
960	0.949419144	0.949419144	1.01010101	0.844922866
962	0.948183578	0.948183578	1.01010101	0.84435922
964	0.948583871	0.948583871	1.01010101	0.844573417
966	0.948076244	0.948076244	1.01010101	0.844923286
968	0.947875378	0.947875378	1.01010101	0.84516363
970	0.946946474	0.946946474	1.01010101	0.844800488
972	0.946898077	0.946898077	1.01010101	0.844350984
974	0.947096085	0.947096085	1.01010101	0.844206156
976	0.947307217	0.947307217	1.01010101	0.844011883
978	0.946717623	0.946717623	1.01010101	0.843773345
980	0.946125551	0.946125551	1.01010101	0.843433281
982	0.946163126	0.946163126	1.01010101	0.843356001
984	0.946037353	0.946037353	1.01010101	0.843472322
986	0.945429972	0.945429972	1.01010101	0.843079026
988	0.94617874	0.94617874	1.01010101	0.843161533
990	0.94688603	0.94688603	1.01010101	0.842796016
992	0.947736611	0.947736611	1.01010101	0.84244365
994	0.946785278	0.946785278	1.01010101	0.842255338
996	0.945465379	0.945465379	1.01010101	0.841847371
998	0.94472749	0.94472749	1.01010101	0.841865332
1000	0.94512785	0.94512785	1.01010101	0.841513207
1002	0.945837551	0.945837551	1.01010101	0.841643039
1004	0.945835392	0.945835392	1.01010101	0.841024995
1006	0.944736738	0.944736738	1.01010101	0.840817213
1008	0.944089885	0.944089885	1.009591116	0.840712129
1010	0.943342418	0.943342418	1.01010101	0.840951127
1012	0.942823644	0.942823644	1.01010101	0.840927912
1014	0.942414407	0.942414407	1.01010101	0.840140048
1016	0.942432569	0.942432569	1.01010101	0.839952416
1018	0.941701119	0.941701119	1.01010101	0.83932417
1020	0.941342287	0.941342287	1.01010101	0.839883175
1022	0.941334926	0.941334926	1.01010101	0.839445739
1024	0.942285323	0.942285323	1.01010101	0.839465566
1026	0.942565169	0.942565169	1.01010101	0.83858752
1028	0.941932136	0.941932136	1.01010101	0.83818796
1030	0.941479193	0.941479193	1.01010101	0.83775809
1032	0.941138297	0.941138297	1.01010101	0.837624307
1034	0.941295399	0.941295399	1.01010101	0.837667092
1036	0.940820242	0.940820242	1.01010101	0.837406157
1038	0.939957185	0.939957185	1.01010101	0.837094306
1040	0.939276546	0.939276546	1.01010101	0.837052497
1042	0.939246332	0.939246332	1.01010101	0.836930589
1044	0.938799565	0.938799565	1.01010101	0.837198722
1046	0.938889996	0.938889996	1.01010101	0.836471019
1048	0.938905282	0.938905282	1.01010101	0.836299794
1050	0.938979837	0.938979837	1.01010101	0.836113634
1052	0.938307894	0.938307894	1.01010101	0.836302159
1054	0.93789325	0.93789325	1.01010101	0.83643544
1056	0.938054521	0.938054521	1.01010101	0.835603495
1058	0.938324026	0.938324026	1.01010101	0.835374952
1060	0.938130359	0.938130359	1.01010101	0.835109968
1062	0.937422611	0.937422611	1.01010101	0.835645373
1064	0.937390723	0.937390723	1.01010101	0.835650025
1066	0.937330083	0.937330083	1.01010101	0.835627298
1068	0.937259565	0.937259565	1.01010101	0.835220756
1070	0.936709988	0.936709988	1.01010101	0.834760954
1072	0.935997521	0.935997521	1.01010101	0.834374923
1074	0.93620552	0.93620552	1.01010101	0.834208228
1076	0.935706823	0.935706823	1.01010101	0.834291139
1078	0.935321453	0.935321453	1.01010101	0.834174274
1080	0.934553634	0.934553634	1.01010101	0.834337794
1082	0.93519583	0.93519583	1.01010101	0.834319667
1084	0.935203489	0.935203489	1.01010101	0.83405897
1086	0.93483893	0.93483893	1.01010101	0.833431653
1088	0.934286827	0.934286827	1.01010101	0.833573667
1090	0.933879776	0.933879776	1.01010101	0.83362693
1092	0.934134093	0.934134093	1.01010101	0.833830219
1094	0.933749861	0.933749861	1.01010101	0.832911624
1096	0.933444732	0.933444732	1.01010101	0.83291726
1098	0.933175163	0.933175163	1.01010101	0.832349403
1100	0.932930066	0.932930066	1.01010101	0.83276705
1102	0.932966606	0.932966606	1.009845998	0.832382411
1104	0.932725392	0.932725392	1.009845998	0.832567798
1106	0.932370735	0.932370735	1.01010101	0.832105448
1108	0.932243547	0.932243547	1.01010101	0.832276187
1110	0.932247005	0.932247005	1.01010101	0.832071018
1112	0.932125373	0.932125373	1.009591116	0.832475638
1114	0.931832692	0.931832692	1.01010101	0.832157966
1116	0.931361385	0.931361385	1.01010101	0.831851653
1118	0.931218813	0.931218813	1.01010101	0.832225232
1120	0.930941404	0.930941404	1.01010101	0.831985827
1122	0.930960827	0.930960827	1.01010101	0.832225585
1124	0.9310834	0.9310834	1.01010101	0.831857773
1126	0.931330265	0.931330265	1.01010101	0.831992279
1128	0.931029328	0.931029328	1.01010101	0.831629732
1130	0.930214922	0.930214922	1.01010101	0.831502973
1132	0.929683441	0.929683441	1.01010101	0.831796164
1134	0.92939552	0.92939552	1.01010101	0.831997946
1136	0.929703351	0.929703351	1.01010101	0.831829607
1138	0.929521516	0.929521516	1.009845998	0.83190451
1140	0.929418928	0.929418928	1.009591116	0.832061042
1142	0.928756465	0.928756465	1.009845998	0.832422887
1144	0.928177989	0.928177989	1.01010101	0.832675383
1146	0.927742414	0.927742414	1.01010101	0.833218306
1148	0.92790494	0.92790494	1.01010101	0.833031418
1150	0.92811716	0.92811716	1.01010101	0.833185262
1152	0.928092571	0.928092571	1.01010101	0.833152201
1154	0.92778277	0.92778277	1.01010101	0.83363238
1156	0.927471373	0.927471373	1.01010101	0.83352956
1158	0.926975384	0.926975384	1.01010101	0.833928343
1160	0.926384189	0.926384189	1.01010101	0.833920679
1162	0.925866781	0.925866781	1.01010101	0.834098302
1164	0.925883732	0.925883732	1.01010101	0.834012787
1166	0.925644034	0.925644034	1.01010101	0.833832602
1168	0.925352207	0.925352207	1.01010101	0.833563606
1170	0.924924585	0.924924585	1.01010101	0.833193652
1172	0.924757843	0.924757843	1.01010101	0.833230648
1174	0.924701336	0.924701336	1.01010101	0.833368493
1176	0.924484808	0.924484808	1.010866818	0.833977257
1178	0.924647031	0.924647031	1.011122346	0.83402272
1180	0.924629478	0.924629478	1.011122346	0.8335478
1182	0.924365471	0.924365471	1.011122346	0.833107072
1184	0.923877829	0.923877829	1.011122346	0.832960663
1186	0.923896388	0.923896388	1.011122346	0.833544654
1188	0.923849686	0.923849686	1.011122346	0.833206583
1190	0.923974426	0.923974426	1.011122346	0.833152282
1192	0.923582307	0.923582307	1.011122346	0.833019225
1194	0.922943904	0.922943904	1.011122346	0.832963503
1196	0.922383454	0.922383454	1.011122346	0.8324976
1198	0.921829981	0.921829981	1.011122346	0.832316793
1200	0.922142953	0.922142953	1.011122346	0.832194924
1202	0.921771437	0.921771437	1.011122346	0.831837165
1204	0.92147279	0.92147279	1.011122346	0.831476889
1206	0.921515517	0.921515517	1.011122346	0.831144801
1208	0.921169773	0.921169773	1.011122346	0.831259118
1210	0.920988298	0.920988298	1.011122346	0.831135818
1212	0.920807055	0.920807055	1.011122346	0.831288214
1214	0.921150671	0.921150671	1.011122346	0.831197178
1216	0.921263868	0.921263868	1.011122346	0.831342497
1218	0.920846329	0.920846329	1.011122346	0.831049379
1220	0.920346789	0.920346789	1.011122346	0.831211774
1222	0.919832733	0.919832733	1.011122346	0.83063925
1224	0.919853196	0.919853196	1.011122346	0.830250875
1226	0.919544037	0.919544037	1.011122346	0.829682721
1228	0.91965569	0.91965569	1.011122346	0.829780915
1230	0.919208112	0.919208112	1.011122346	0.829752247
1232	0.918860455	0.918860455	1.011122346	0.829451015
1234	0.918846123	0.918846123	1.011122346	0.828871017
1236	0.918603282	0.918603282	1.011122346	0.828500421
1238	0.91843669	0.91843669	1.011122346	0.828758345
1240	0.917577436	0.917577436	1.011122346	0.82876556
1242	0.916947283	0.916947283	1.011122346	0.828965612
1244	0.916618106	0.916618106	1.011122346	0.828362768
1246	0.916313856	0.916313856	1.011122346	0.827908879
1248	0.916335156	0.916335156	1.011122346	0.828001254
1250	0.916285732	0.916285732	1.011378003	0.827833255
1252	0.91631095	0.91631095	1.011633789	0.827929181
1254	0.916477322	0.916477322	1.011378003	0.827372406
1256	0.915914482	0.915914482	1.011122346	0.827338578
1258	0.915806065	0.915806065	1.011122346	0.827316515
1260	0.91540327	0.91540327	1.011122346	0.827175818
1262	0.915431562	0.915431562	1.011122346	0.826890223
1264	0.915002961	0.915002961	1.011122346	0.826623004
1266	0.91477211	0.91477211	1.011122346	0.826685506
1268	0.914452489	0.914452489	1.011122346	0.826336892
1270	0.914063721	0.914063721	1.011122346	0.82597297
1272	0.913708589	0.913708589	1.011122346	0.825304373
1274	0.913690673	0.913690673	1.011889704	0.825016272
1276	0.913629279	0.913629279	1.012145749	0.825448977
1278	0.913252394	0.913252394	1.012145749	0.825454546
1280	0.912757912	0.912757912	1.012145749	0.825507538
1282	0.912382687	0.912382687	1.012145749	0.825620097
1284	0.91217059	0.91217059	1.012145749	0.825892867
1286	0.911990936	0.911990936	1.012145749	0.826223658
1288	0.911837404	0.911837404	1.012145749	0.825819688
1290	0.911672535	0.911672535	1.012145749	0.82571117
1292	0.911897346	0.911897346	1.012145749	0.825327391
